"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2018-01-01","23:00 - 0:00","235","°A"
"DV","2018-01-01","0:00 - 1:00","99","°A"
"DV","2018-01-01","1:00 - 2:00","209","°A"
"DV","2018-01-01","2:00 - 3:00","94","°A"
"DV","2018-01-01","3:00 - 4:00","68","°A"
"DV","2018-01-01","4:00 - 5:00","141","°A"
"DV","2018-01-01","5:00 - 6:00","147","°A"
"DV","2018-01-01","6:00 - 7:00","139","°A"
"DV","2018-01-01","7:00 - 8:00","105","°A"
"DV","2018-01-01","8:00 - 9:00","166","°A"
"DV","2018-01-01","9:00 - 10:00","203","°A"
"DV","2018-01-01","10:00 - 11:00","238","°A"
"DV","2018-01-01","11:00 - 12:00","261","°A"
"DV","2018-01-01","12:00 - 13:00","187","°A"
"DV","2018-01-01","13:00 - 14:00","237","°A"
"DV","2018-01-01","14:00 - 15:00","242","°A"
"DV","2018-01-01","15:00 - 16:00","215","°A"
"DV","2018-01-01","16:00 - 17:00","214","°A"
"DV","2018-01-01","17:00 - 18:00","213","°A"
"DV","2018-01-01","18:00 - 19:00","228","°A"
"DV","2018-01-01","19:00 - 20:00","242","°A"
"DV","2018-01-01","20:00 - 21:00","242","°A"
"DV","2018-01-01","21:00 - 22:00","122","°A"
"DV","2018-01-01","22:00 - 23:00","119","°A"
"DV","2018-01-02","23:00 - 0:00","190","°A"
"DV","2018-01-02","0:00 - 1:00","82","°A"
"DV","2018-01-02","1:00 - 2:00","121","°A"
"DV","2018-01-02","2:00 - 3:00","118","°A"
"DV","2018-01-02","3:00 - 4:00","209","°A"
"DV","2018-01-02","4:00 - 5:00","228","°A"
"DV","2018-01-02","5:00 - 6:00","95","°A"
"DV","2018-01-02","6:00 - 7:00","140","°A"
"DV","2018-01-02","7:00 - 8:00","59","°A"
"DV","2018-01-02","8:00 - 9:00","70","°A"
"DV","2018-01-02","9:00 - 10:00","164","°A"
"DV","2018-01-02","10:00 - 11:00","248","°A"
"DV","2018-01-02","11:00 - 12:00","152","°A"
"DV","2018-01-02","12:00 - 13:00","214","°A"
"DV","2018-01-02","13:00 - 14:00","210","°A"
"DV","2018-01-02","14:00 - 15:00","181","°A"
"DV","2018-01-02","15:00 - 16:00","187","°A"
"DV","2018-01-02","16:00 - 17:00","198","°A"
"DV","2018-01-02","17:00 - 18:00","209","°A"
"DV","2018-01-02","18:00 - 19:00","200","°A"
"DV","2018-01-02","19:00 - 20:00","179","°A"
"DV","2018-01-02","20:00 - 21:00","191","°A"
"DV","2018-01-02","21:00 - 22:00","235","°A"
"DV","2018-01-02","22:00 - 23:00","227","°A"
"DV","2018-01-03","23:00 - 0:00","263","°A"
"DV","2018-01-03","0:00 - 1:00","196","°A"
"DV","2018-01-03","1:00 - 2:00","128","°A"
"DV","2018-01-03","2:00 - 3:00","119","°A"
"DV","2018-01-03","3:00 - 4:00","97","°A"
"DV","2018-01-03","4:00 - 5:00","108","°A"
"DV","2018-01-03","5:00 - 6:00","216","°A"
"DV","2018-01-03","6:00 - 7:00","82","°A"
"DV","2018-01-03","7:00 - 8:00","113","°A"
"DV","2018-01-03","8:00 - 9:00","128","°A"
"DV","2018-01-03","9:00 - 10:00","114","°A"
"DV","2018-01-03","10:00 - 11:00","68","°A"
"DV","2018-01-03","11:00 - 12:00","151","°A"
"DV","2018-01-03","12:00 - 13:00","143","°A"
"DV","2018-01-03","13:00 - 14:00","122","°A"
"DV","2018-01-03","14:00 - 15:00","190","°A"
"DV","2018-01-03","15:00 - 16:00","168","°A"
"DV","2018-01-03","16:00 - 17:00","158","°A"
"DV","2018-01-03","17:00 - 18:00","204","°A"
"DV","2018-01-03","18:00 - 19:00","201","°A"
"DV","2018-01-03","19:00 - 20:00","60","°A"
"DV","2018-01-03","20:00 - 21:00","83","°A"
"DV","2018-01-03","21:00 - 22:00","87","°A"
"DV","2018-01-03","22:00 - 23:00","127","°A"
"DV","2018-01-04","23:00 - 0:00","237","°A"
"DV","2018-01-04","0:00 - 1:00","107","°A"
"DV","2018-01-04","1:00 - 2:00","136","°A"
"DV","2018-01-04","2:00 - 3:00","69","°A"
"DV","2018-01-04","3:00 - 4:00","63","°A"
"DV","2018-01-04","4:00 - 5:00","52","°A"
"DV","2018-01-04","5:00 - 6:00","54","°A"
"DV","2018-01-04","6:00 - 7:00","58","°A"
"DV","2018-01-04","7:00 - 8:00","92","°A"
"DV","2018-01-04","8:00 - 9:00","66","°A"
"DV","2018-01-04","9:00 - 10:00","86","°A"
"DV","2018-01-04","10:00 - 11:00","133","°A"
"DV","2018-01-04","11:00 - 12:00","149","°A"
"DV","2018-01-04","12:00 - 13:00","159","°A"
"DV","2018-01-04","13:00 - 14:00","211","°A"
"DV","2018-01-04","14:00 - 15:00","197","°A"
"DV","2018-01-04","15:00 - 16:00","191","°A"
"DV","2018-01-04","16:00 - 17:00","183","°A"
"DV","2018-01-04","17:00 - 18:00","206","°A"
"DV","2018-01-04","18:00 - 19:00","184","°A"
"DV","2018-01-04","19:00 - 20:00","187","°A"
"DV","2018-01-04","20:00 - 21:00","172","°A"
"DV","2018-01-04","21:00 - 22:00","231","°A"
"DV","2018-01-04","22:00 - 23:00","124","°A"
"DV","2018-01-05","23:00 - 0:00","138","°A"
"DV","2018-01-05","0:00 - 1:00","106","°A"
"DV","2018-01-05","1:00 - 2:00","96","°A"
"DV","2018-01-05","2:00 - 3:00","142","°A"
"DV","2018-01-05","3:00 - 4:00","157","°A"
"DV","2018-01-05","4:00 - 5:00","152","°A"
"DV","2018-01-05","5:00 - 6:00","74","°A"
"DV","2018-01-05","6:00 - 7:00","189","°A"
"DV","2018-01-05","7:00 - 8:00","276","°A"
"DV","2018-01-05","8:00 - 9:00","129","°A"
"DV","2018-01-05","9:00 - 10:00","218","°A"
"DV","2018-01-05","10:00 - 11:00","238","°A"
"DV","2018-01-05","11:00 - 12:00","162","°A"
"DV","2018-01-05","12:00 - 13:00","177","°A"
"DV","2018-01-05","13:00 - 14:00","171","°A"
"DV","2018-01-05","14:00 - 15:00","273","°A"
"DV","2018-01-05","15:00 - 16:00","269","°A"
"DV","2018-01-05","16:00 - 17:00","224","°A"
"DV","2018-01-05","17:00 - 18:00","247","°A"
"DV","2018-01-05","18:00 - 19:00","235","°A"
"DV","2018-01-05","19:00 - 20:00","214","°A"
"DV","2018-01-05","20:00 - 21:00","260","°A"
"DV","2018-01-05","21:00 - 22:00","287","°A"
"DV","2018-01-05","22:00 - 23:00","95","°A"
"DV","2018-01-06","23:00 - 0:00","220","°A"
"DV","2018-01-06","0:00 - 1:00","77","°A"
"DV","2018-01-06","1:00 - 2:00","32","°A"
"DV","2018-01-06","2:00 - 3:00","63","°A"
"DV","2018-01-06","3:00 - 4:00","58","°A"
"DV","2018-01-06","4:00 - 5:00","40","°A"
"DV","2018-01-06","5:00 - 6:00","36","°A"
"DV","2018-01-06","6:00 - 7:00","36","°A"
"DV","2018-01-06","7:00 - 8:00","31","°A"
"DV","2018-01-06","8:00 - 9:00","57","°A"
"DV","2018-01-06","9:00 - 10:00","65","°A"
"DV","2018-01-06","10:00 - 11:00","59","°A"
"DV","2018-01-06","11:00 - 12:00","94","°A"
"DV","2018-01-06","12:00 - 13:00","146","°A"
"DV","2018-01-06","13:00 - 14:00","229","°A"
"DV","2018-01-06","14:00 - 15:00","216","°A"
"DV","2018-01-06","15:00 - 16:00","259","°A"
"DV","2018-01-06","16:00 - 17:00","167","°A"
"DV","2018-01-06","17:00 - 18:00","209","°A"
"DV","2018-01-06","18:00 - 19:00","186","°A"
"DV","2018-01-06","19:00 - 20:00","169","°A"
"DV","2018-01-06","20:00 - 21:00","192","°A"
"DV","2018-01-06","21:00 - 22:00","66","°A"
"DV","2018-01-06","22:00 - 23:00","107","°A"
"DV","2018-01-07","23:00 - 0:00","203","°A"
"DV","2018-01-07","0:00 - 1:00","132","°A"
"DV","2018-01-07","1:00 - 2:00","84","°A"
"DV","2018-01-07","2:00 - 3:00","68","°A"
"DV","2018-01-07","3:00 - 4:00","95","°A"
"DV","2018-01-07","4:00 - 5:00","277","°A"
"DV","2018-01-07","5:00 - 6:00","301","°A"
"DV","2018-01-07","6:00 - 7:00","298","°A"
"DV","2018-01-07","7:00 - 8:00","240","°A"
"DV","2018-01-07","8:00 - 9:00","292","°A"
"DV","2018-01-07","9:00 - 10:00","207","°A"
"DV","2018-01-07","10:00 - 11:00","271","°A"
"DV","2018-01-07","11:00 - 12:00","218","°A"
"DV","2018-01-07","12:00 - 13:00","198","°A"
"DV","2018-01-07","13:00 - 14:00","188","°A"
"DV","2018-01-07","14:00 - 15:00","184","°A"
"DV","2018-01-07","15:00 - 16:00","198","°A"
"DV","2018-01-07","16:00 - 17:00","228","°A"
"DV","2018-01-07","17:00 - 18:00","275","°A"
"DV","2018-01-07","18:00 - 19:00","274","°A"
"DV","2018-01-07","19:00 - 20:00","281","°A"
"DV","2018-01-07","20:00 - 21:00","254","°A"
"DV","2018-01-07","21:00 - 22:00","285","°A"
"DV","2018-01-07","22:00 - 23:00","233","°A"
"DV","2018-01-08","23:00 - 0:00","118","°A"
"DV","2018-01-08","0:00 - 1:00","165","°A"
"DV","2018-01-08","1:00 - 2:00","91","°A"
"DV","2018-01-08","2:00 - 3:00","109","°A"
"DV","2018-01-08","3:00 - 4:00","263","°A"
"DV","2018-01-08","4:00 - 5:00","180","°A"
"DV","2018-01-08","5:00 - 6:00","101","°A"
"DV","2018-01-08","6:00 - 7:00","256","°A"
"DV","2018-01-08","7:00 - 8:00","208","°A"
"DV","2018-01-08","8:00 - 9:00","124","°A"
"DV","2018-01-08","9:00 - 10:00","55","°A"
"DV","2018-01-08","10:00 - 11:00","105","°A"
"DV","2018-01-08","11:00 - 12:00","209","°A"
"DV","2018-01-08","12:00 - 13:00","63","°A"
"DV","2018-01-08","13:00 - 14:00","67","°A"
"DV","2018-01-08","14:00 - 15:00","86","°A"
"DV","2018-01-08","15:00 - 16:00","79","°A"
"DV","2018-01-08","16:00 - 17:00","82","°A"
"DV","2018-01-08","17:00 - 18:00","67","°A"
"DV","2018-01-08","18:00 - 19:00","56","°A"
"DV","2018-01-08","19:00 - 20:00","65","°A"
"DV","2018-01-08","20:00 - 21:00","83","°A"
"DV","2018-01-08","21:00 - 22:00","84","°A"
"DV","2018-01-08","22:00 - 23:00","83","°A"
"DV","2018-01-09","23:00 - 0:00","132","°A"
"DV","2018-01-09","0:00 - 1:00","183","°A"
"DV","2018-01-09","1:00 - 2:00","135","°A"
"DV","2018-01-09","2:00 - 3:00","62","°A"
"DV","2018-01-09","3:00 - 4:00","121","°A"
"DV","2018-01-09","4:00 - 5:00","96","°A"
"DV","2018-01-09","5:00 - 6:00","63","°A"
"DV","2018-01-09","6:00 - 7:00","65","°A"
"DV","2018-01-09","7:00 - 8:00","119","°A"
"DV","2018-01-09","8:00 - 9:00","222","°A"
"DV","2018-01-09","9:00 - 10:00","255","°A"
"DV","2018-01-09","10:00 - 11:00","83","°A"
"DV","2018-01-09","11:00 - 12:00","191","°A"
"DV","2018-01-09","12:00 - 13:00","231","°A"
"DV","2018-01-09","13:00 - 14:00","214","°A"
"DV","2018-01-09","14:00 - 15:00","222","°A"
"DV","2018-01-09","15:00 - 16:00","228","°A"
"DV","2018-01-09","16:00 - 17:00","213","°A"
"DV","2018-01-09","17:00 - 18:00","205","°A"
"DV","2018-01-09","18:00 - 19:00","211","°A"
"DV","2018-01-09","19:00 - 20:00","239","°A"
"DV","2018-01-09","20:00 - 21:00","249","°A"
"DV","2018-01-09","21:00 - 22:00","228","°A"
"DV","2018-01-09","22:00 - 23:00","80","°A"
"DV","2018-01-10","23:00 - 0:00","208","°A"
"DV","2018-01-10","0:00 - 1:00","296","°A"
"DV","2018-01-10","1:00 - 2:00","292","°A"
"DV","2018-01-10","2:00 - 3:00","128","°A"
"DV","2018-01-10","3:00 - 4:00","284","°A"
"DV","2018-01-10","4:00 - 5:00","247","°A"
"DV","2018-01-10","5:00 - 6:00","299","°A"
"DV","2018-01-10","6:00 - 7:00","290","°A"
"DV","2018-01-10","7:00 - 8:00","238","°A"
"DV","2018-01-10","8:00 - 9:00","260","°A"
"DV","2018-01-10","9:00 - 10:00","286","°A"
"DV","2018-01-10","10:00 - 11:00","185","°A"
"DV","2018-01-10","11:00 - 12:00","207","°A"
"DV","2018-01-10","12:00 - 13:00","186","°A"
"DV","2018-01-10","13:00 - 14:00","197","°A"
"DV","2018-01-10","14:00 - 15:00","197","°A"
"DV","2018-01-10","15:00 - 16:00","205","°A"
"DV","2018-01-10","16:00 - 17:00","275","°A"
"DV","2018-01-10","17:00 - 18:00","271","°A"
"DV","2018-01-10","18:00 - 19:00","256","°A"
"DV","2018-01-10","19:00 - 20:00","252","°A"
"DV","2018-01-10","20:00 - 21:00","272","°A"
"DV","2018-01-10","21:00 - 22:00","265","°A"
"DV","2018-01-10","22:00 - 23:00","212","°A"
"DV","2018-01-11","23:00 - 0:00","182","°A"
"DV","2018-01-11","0:00 - 1:00","245","°A"
"DV","2018-01-11","1:00 - 2:00","194","°A"
"DV","2018-01-11","2:00 - 3:00","212","°A"
"DV","2018-01-11","3:00 - 4:00","202","°A"
"DV","2018-01-11","4:00 - 5:00","190","°A"
"DV","2018-01-11","5:00 - 6:00","151","°A"
"DV","2018-01-11","6:00 - 7:00","184","°A"
"DV","2018-01-11","7:00 - 8:00","193","°A"
"DV","2018-01-11","8:00 - 9:00","161","°A"
"DV","2018-01-11","9:00 - 10:00","166","°A"
"DV","2018-01-11","10:00 - 11:00","182","°A"
"DV","2018-01-11","11:00 - 12:00","175","°A"
"DV","2018-01-11","12:00 - 13:00","177","°A"
"DV","2018-01-11","13:00 - 14:00","177","°A"
"DV","2018-01-11","14:00 - 15:00","155","°A"
"DV","2018-01-11","15:00 - 16:00","222","°A"
"DV","2018-01-11","16:00 - 17:00","212","°A"
"DV","2018-01-11","17:00 - 18:00","211","°A"
"DV","2018-01-11","18:00 - 19:00","287","°A"
"DV","2018-01-11","19:00 - 20:00","240","°A"
"DV","2018-01-11","20:00 - 21:00","53","°A"
"DV","2018-01-11","21:00 - 22:00","95","°A"
"DV","2018-01-11","22:00 - 23:00","85","°A"
"DV","2018-01-12","23:00 - 0:00","91","°A"
"DV","2018-01-12","0:00 - 1:00","116","°A"
"DV","2018-01-12","1:00 - 2:00","171","°A"
"DV","2018-01-12","2:00 - 3:00","131","°A"
"DV","2018-01-12","3:00 - 4:00","95","°A"
"DV","2018-01-12","4:00 - 5:00","96","°A"
"DV","2018-01-12","5:00 - 6:00","105","°A"
"DV","2018-01-12","6:00 - 7:00","36","°A"
"DV","2018-01-12","7:00 - 8:00","70","°A"
"DV","2018-01-12","8:00 - 9:00","103","°A"
"DV","2018-01-12","9:00 - 10:00","66","°A"
"DV","2018-01-12","10:00 - 11:00","80","°A"
"DV","2018-01-12","11:00 - 12:00","124","°A"
"DV","2018-01-12","12:00 - 13:00","73","°A"
"DV","2018-01-12","13:00 - 14:00","137","°A"
"DV","2018-01-12","14:00 - 15:00","199","°A"
"DV","2018-01-12","15:00 - 16:00","195","°A"
"DV","2018-01-12","16:00 - 17:00","251","°A"
"DV","2018-01-12","17:00 - 18:00","236","°A"
"DV","2018-01-12","18:00 - 19:00","238","°A"
"DV","2018-01-12","19:00 - 20:00","267","°A"
"DV","2018-01-12","20:00 - 21:00","275","°A"
"DV","2018-01-12","21:00 - 22:00","101","°A"
"DV","2018-01-12","22:00 - 23:00","225","°A"
"DV","2018-01-13","23:00 - 0:00","299","°A"
"DV","2018-01-13","0:00 - 1:00","297","°A"
"DV","2018-01-13","1:00 - 2:00","112","°A"
"DV","2018-01-13","2:00 - 3:00","280","°A"
"DV","2018-01-13","3:00 - 4:00","252","°A"
"DV","2018-01-13","4:00 - 5:00","180","°A"
"DV","2018-01-13","5:00 - 6:00","255","°A"
"DV","2018-01-13","6:00 - 7:00","277","°A"
"DV","2018-01-13","7:00 - 8:00","268","°A"
"DV","2018-01-13","8:00 - 9:00","288","°A"
"DV","2018-01-13","9:00 - 10:00","295","°A"
"DV","2018-01-13","10:00 - 11:00","219","°A"
"DV","2018-01-13","11:00 - 12:00","166","°A"
"DV","2018-01-13","12:00 - 13:00","81","°A"
"DV","2018-01-13","13:00 - 14:00","216","°A"
"DV","2018-01-13","14:00 - 15:00","232","°A"
"DV","2018-01-13","15:00 - 16:00","221","°A"
"DV","2018-01-13","16:00 - 17:00","217","°A"
"DV","2018-01-13","17:00 - 18:00","244","°A"
"DV","2018-01-13","18:00 - 19:00","108","°A"
"DV","2018-01-13","19:00 - 20:00","72","°A"
"DV","2018-01-13","20:00 - 21:00","69","°A"
"DV","2018-01-13","21:00 - 22:00","113","°A"
"DV","2018-01-13","22:00 - 23:00","97","°A"
"DV","2018-01-14","23:00 - 0:00","84","°A"
"DV","2018-01-14","0:00 - 1:00","87","°A"
"DV","2018-01-14","1:00 - 2:00","47","°A"
"DV","2018-01-14","2:00 - 3:00","48","°A"
"DV","2018-01-14","3:00 - 4:00","79","°A"
"DV","2018-01-14","4:00 - 5:00","47","°A"
"DV","2018-01-14","5:00 - 6:00","94","°A"
"DV","2018-01-14","6:00 - 7:00","68","°A"
"DV","2018-01-14","7:00 - 8:00","82","°A"
"DV","2018-01-14","8:00 - 9:00","41","°A"
"DV","2018-01-14","9:00 - 10:00","66","°A"
"DV","2018-01-14","10:00 - 11:00","68","°A"
"DV","2018-01-14","11:00 - 12:00","101","°A"
"DV","2018-01-14","12:00 - 13:00","124","°A"
"DV","2018-01-14","13:00 - 14:00","148","°A"
"DV","2018-01-14","14:00 - 15:00","162","°A"
"DV","2018-01-14","15:00 - 16:00","189","°A"
"DV","2018-01-14","16:00 - 17:00","233","°A"
"DV","2018-01-14","17:00 - 18:00","192","°A"
