"Parámetro","Fecha","Hora","Valor","Unidad"
"DV","2018-05-01","23:00 - 0:00","228","°A"
"DV","2018-05-02","23:00 - 0:00","193","°A"
"DV","2018-05-02","0:00 - 1:00","178","°A"
"DV","2018-05-02","1:00 - 2:00","175","°A"
"DV","2018-05-02","2:00 - 3:00","190","°A"
"DV","2018-05-02","3:00 - 4:00","209","°A"
"DV","2018-05-02","4:00 - 5:00","151","°A"
"DV","2018-05-02","5:00 - 6:00","133","°A"
"DV","2018-05-02","6:00 - 7:00","183","°A"
"DV","2018-05-02","7:00 - 8:00","182","°A"
"DV","2018-05-02","8:00 - 9:00","181","°A"
"DV","2018-05-02","9:00 - 10:00","176","°A"
"DV","2018-05-02","10:00 - 11:00","171","°A"
"DV","2018-05-02","11:00 - 12:00","178","°A"
"DV","2018-05-02","12:00 - 13:00","197","°A"
"DV","2018-05-02","13:00 - 14:00","196","°A"
"DV","2018-05-02","14:00 - 15:00","184","°A"
"DV","2018-05-02","15:00 - 16:00","185","°A"
"DV","2018-05-02","16:00 - 17:00","190","°A"
"DV","2018-05-02","17:00 - 18:00","176","°A"
"DV","2018-05-02","18:00 - 19:00","187","°A"
"DV","2018-05-02","19:00 - 20:00","195","°A"
"DV","2018-05-02","20:00 - 21:00","215","°A"
"DV","2018-05-02","21:00 - 22:00","174","°A"
"DV","2018-05-02","22:00 - 23:00","230","°A"
"DV","2018-05-03","23:00 - 0:00","276","°A"
"DV","2018-05-03","0:00 - 1:00","289","°A"
"DV","2018-05-03","1:00 - 2:00","210","°A"
"DV","2018-05-03","2:00 - 3:00","255","°A"
"DV","2018-05-03","3:00 - 4:00","86","°A"
"DV","2018-05-03","4:00 - 5:00","146","°A"
"DV","2018-05-03","5:00 - 6:00","136","°A"
"DV","2018-05-03","6:00 - 7:00","209","°A"
"DV","2018-05-03","7:00 - 8:00","265","°A"
"DV","2018-05-03","8:00 - 9:00","274","°A"
"DV","2018-05-03","9:00 - 10:00","260","°A"
"DV","2018-05-03","10:00 - 11:00","235","°A"
"DV","2018-05-03","11:00 - 12:00","195","°A"
"DV","2018-05-03","12:00 - 13:00","207","°A"
"DV","2018-05-03","13:00 - 14:00","165","°A"
"DV","2018-05-03","14:00 - 15:00","200","°A"
"DV","2018-05-03","15:00 - 16:00","246","°A"
"DV","2018-05-03","16:00 - 17:00","280","°A"
"DV","2018-05-03","17:00 - 18:00","271","°A"
"DV","2018-05-03","18:00 - 19:00","282","°A"
"DV","2018-05-03","19:00 - 20:00","283","°A"
"DV","2018-05-03","20:00 - 21:00","272","°A"
"DV","2018-05-03","21:00 - 22:00","82","°A"
"DV","2018-05-03","22:00 - 23:00","97","°A"
"DV","2018-05-04","23:00 - 0:00","113","°A"
"DV","2018-05-04","0:00 - 1:00","129","°A"
"DV","2018-05-04","1:00 - 2:00","97","°A"
"DV","2018-05-04","2:00 - 3:00","100","°A"
"DV","2018-05-04","3:00 - 4:00","81","°A"
"DV","2018-05-04","4:00 - 5:00","138","°A"
"DV","2018-05-04","5:00 - 6:00","165","°A"
"DV","2018-05-04","6:00 - 7:00","162","°A"
"DV","2018-05-04","7:00 - 8:00","263","°A"
"DV","2018-05-04","8:00 - 9:00","268","°A"
"DV","2018-05-04","9:00 - 10:00","224","°A"
"DV","2018-05-04","10:00 - 11:00","205","°A"
"DV","2018-05-04","11:00 - 12:00","188","°A"
"DV","2018-05-04","12:00 - 13:00","182","°A"
