"Parámetro","Fecha","Hora","Valor","Unidad"
"VV","2018-03-01","23:00 - 0:00","2.415","m/s"
"VV","2018-03-02","23:00 - 0:00","0.681","m/s"
"VV","2018-03-02","0:00 - 1:00","0.832","m/s"
"VV","2018-03-02","1:00 - 2:00","2.111","m/s"
"VV","2018-03-02","2:00 - 3:00","1.302","m/s"
"VV","2018-03-02","3:00 - 4:00","1.190","m/s"
"VV","2018-03-02","4:00 - 5:00","1.732","m/s"
"VV","2018-03-02","5:00 - 6:00","1.978","m/s"
"VV","2018-03-02","6:00 - 7:00","1.757","m/s"
"VV","2018-03-02","7:00 - 8:00","2.641","m/s"
"VV","2018-03-02","8:00 - 9:00","2.910","m/s"
"VV","2018-03-02","9:00 - 10:00","3.173","m/s"
"VV","2018-03-02","10:00 - 11:00","2.536","m/s"
"VV","2018-03-02","11:00 - 12:00","1.736","m/s"
"VV","2018-03-02","12:00 - 13:00","1.655","m/s"
"VV","2018-03-02","13:00 - 14:00","1.228","m/s"
"VV","2018-03-02","14:00 - 15:00","1.492","m/s"
"VV","2018-03-02","15:00 - 16:00","1.261","m/s"
"VV","2018-03-02","16:00 - 17:00","1.407","m/s"
"VV","2018-03-02","17:00 - 18:00","1.382","m/s"
"VV","2018-03-02","18:00 - 19:00","1.317","m/s"
"VV","2018-03-02","19:00 - 20:00","1.361","m/s"
"VV","2018-03-02","20:00 - 21:00","1.499","m/s"
"VV","2018-03-02","21:00 - 22:00","2.599","m/s"
"VV","2018-03-02","22:00 - 23:00","2.032","m/s"
"VV","2018-03-03","23:00 - 0:00","2.421","m/s"
"VV","2018-03-03","0:00 - 1:00","3.087","m/s"
"VV","2018-03-03","1:00 - 2:00","2.014","m/s"
"VV","2018-03-03","2:00 - 3:00","1.009","m/s"
"VV","2018-03-03","3:00 - 4:00","1.808","m/s"
"VV","2018-03-03","4:00 - 5:00","2.075","m/s"
"VV","2018-03-03","5:00 - 6:00","2.001","m/s"
"VV","2018-03-03","6:00 - 7:00","2.046","m/s"
"VV","2018-03-03","7:00 - 8:00","1.617","m/s"
"VV","2018-03-03","8:00 - 9:00","1.326","m/s"
"VV","2018-03-03","9:00 - 10:00","0.948","m/s"
"VV","2018-03-03","10:00 - 11:00","1.157","m/s"
"VV","2018-03-03","11:00 - 12:00","0.890","m/s"
"VV","2018-03-03","12:00 - 13:00","1.280","m/s"
"VV","2018-03-03","13:00 - 14:00","1.260","m/s"
"VV","2018-03-03","14:00 - 15:00","1.357","m/s"
"VV","2018-03-03","15:00 - 16:00","1.277","m/s"
"VV","2018-03-03","16:00 - 17:00","1.566","m/s"
"VV","2018-03-03","17:00 - 18:00","1.932","m/s"
"VV","2018-03-03","18:00 - 19:00","1.398","m/s"
"VV","2018-03-03","19:00 - 20:00","1.412","m/s"
"VV","2018-03-03","20:00 - 21:00","1.660","m/s"
"VV","2018-03-03","21:00 - 22:00","1.462","m/s"
"VV","2018-03-03","22:00 - 23:00","1.346","m/s"
"VV","2018-03-04","23:00 - 0:00","1.212","m/s"
"VV","2018-03-04","0:00 - 1:00","1.270","m/s"
"VV","2018-03-04","1:00 - 2:00","1.613","m/s"
"VV","2018-03-04","2:00 - 3:00","1.603","m/s"
"VV","2018-03-04","3:00 - 4:00","1.573","m/s"
"VV","2018-03-04","4:00 - 5:00","1.702","m/s"
"VV","2018-03-04","5:00 - 6:00","1.941","m/s"
"VV","2018-03-04","6:00 - 7:00","1.207","m/s"
"VV","2018-03-04","7:00 - 8:00","2.004","m/s"
"VV","2018-03-04","8:00 - 9:00","1.961","m/s"
"VV","2018-03-04","9:00 - 10:00","1.222","m/s"
"VV","2018-03-04","10:00 - 11:00","0.844","m/s"
"VV","2018-03-04","11:00 - 12:00","0.882","m/s"
"VV","2018-03-04","12:00 - 13:00","0.845","m/s"
"VV","2018-03-04","13:00 - 14:00","1.516","m/s"
"VV","2018-03-04","14:00 - 15:00","1.368","m/s"
"VV","2018-03-04","15:00 - 16:00","1.889","m/s"
"VV","2018-03-04","16:00 - 17:00","1.472","m/s"
"VV","2018-03-04","17:00 - 18:00","1.743","m/s"
"VV","2018-03-04","18:00 - 19:00","2.130","m/s"
"VV","2018-03-04","19:00 - 20:00","2.254","m/s"
"VV","2018-03-04","20:00 - 21:00","1.251","m/s"
"VV","2018-03-04","21:00 - 22:00","1.457","m/s"
"VV","2018-03-04","22:00 - 23:00","1.124","m/s"
"VV","2018-03-05","23:00 - 0:00","1.739","m/s"
"VV","2018-03-05","0:00 - 1:00","1.770","m/s"
"VV","2018-03-05","1:00 - 2:00","1.061","m/s"
"VV","2018-03-05","2:00 - 3:00","0.622","m/s"
"VV","2018-03-05","3:00 - 4:00","0.820","m/s"
"VV","2018-03-05","4:00 - 5:00","1.132","m/s"
"VV","2018-03-05","5:00 - 6:00","0.804","m/s"
"VV","2018-03-05","6:00 - 7:00","0.847","m/s"
"VV","2018-03-05","7:00 - 8:00","0.549","m/s"
"VV","2018-03-05","8:00 - 9:00","0.986","m/s"
"VV","2018-03-05","9:00 - 10:00","0.747","m/s"
"VV","2018-03-05","10:00 - 11:00","1.039","m/s"
"VV","2018-03-05","11:00 - 12:00","1.269","m/s"
"VV","2018-03-05","12:00 - 13:00","1.256","m/s"
"VV","2018-03-05","13:00 - 14:00","1.181","m/s"
"VV","2018-03-05","14:00 - 15:00","1.475","m/s"
"VV","2018-03-05","15:00 - 16:00","2.236","m/s"
"VV","2018-03-05","16:00 - 17:00","2.073","m/s"
"VV","2018-03-05","17:00 - 18:00","1.760","m/s"
"VV","2018-03-05","18:00 - 19:00","2.894","m/s"
"VV","2018-03-05","19:00 - 20:00","2.406","m/s"
"VV","2018-03-05","20:00 - 21:00","1.567","m/s"
"VV","2018-03-05","21:00 - 22:00","1.309","m/s"
"VV","2018-03-05","22:00 - 23:00","1.723","m/s"
"VV","2018-03-06","23:00 - 0:00","1.664","m/s"
"VV","2018-03-06","0:00 - 1:00","1.626","m/s"
"VV","2018-03-06","1:00 - 2:00","1.584","m/s"
"VV","2018-03-06","2:00 - 3:00","0.534","m/s"
"VV","2018-03-06","3:00 - 4:00","0.895","m/s"
"VV","2018-03-06","4:00 - 5:00","0.828","m/s"
"VV","2018-03-06","5:00 - 6:00","0.992","m/s"
"VV","2018-03-06","6:00 - 7:00","0.620","m/s"
"VV","2018-03-06","7:00 - 8:00","0.957","m/s"
"VV","2018-03-06","8:00 - 9:00","0.892","m/s"
"VV","2018-03-06","9:00 - 10:00","0.986","m/s"
