"Parámetro","Fecha","Hora","Valor","Unidad"
"VV","2018-06-01","23:00 - 0:00","3.729","m/s"
"VV","2018-06-02","23:00 - 0:00","1.291","m/s"
"VV","2018-06-02","0:00 - 1:00","1.219","m/s"
"VV","2018-06-02","1:00 - 2:00","3.042","m/s"
"VV","2018-06-02","2:00 - 3:00","2.888","m/s"
"VV","2018-06-02","3:00 - 4:00","2.707","m/s"
"VV","2018-06-02","4:00 - 5:00","1.802","m/s"
"VV","2018-06-02","5:00 - 6:00","1.006","m/s"
"VV","2018-06-02","6:00 - 7:00","0.788","m/s"
"VV","2018-06-02","7:00 - 8:00","0.898","m/s"
"VV","2018-06-02","8:00 - 9:00","0.963","m/s"
"VV","2018-06-02","9:00 - 10:00","1.672","m/s"
"VV","2018-06-02","10:00 - 11:00","1.947","m/s"
"VV","2018-06-02","11:00 - 12:00","2.604","m/s"
"VV","2018-06-02","12:00 - 13:00","3.353","m/s"
"VV","2018-06-02","13:00 - 14:00","3.683","m/s"
"VV","2018-06-02","14:00 - 15:00","4.936","m/s"
"VV","2018-06-02","15:00 - 16:00","5.002","m/s"
"VV","2018-06-02","16:00 - 17:00","4.543","m/s"
"VV","2018-06-02","17:00 - 18:00","4.421","m/s"
"VV","2018-06-02","18:00 - 19:00","4.871","m/s"
"VV","2018-06-02","19:00 - 20:00","4.656","m/s"
"VV","2018-06-02","20:00 - 21:00","3.883","m/s"
"VV","2018-06-02","21:00 - 22:00","2.101","m/s"
"VV","2018-06-02","22:00 - 23:00","1.158","m/s"
"VV","2018-06-03","23:00 - 0:00","1.379","m/s"
"VV","2018-06-03","0:00 - 1:00","1.469","m/s"
"VV","2018-06-03","1:00 - 2:00","1.691","m/s"
"VV","2018-06-03","2:00 - 3:00","2.029","m/s"
"VV","2018-06-03","3:00 - 4:00","2.281","m/s"
"VV","2018-06-03","4:00 - 5:00","2.082","m/s"
"VV","2018-06-03","5:00 - 6:00","2.449","m/s"
"VV","2018-06-03","6:00 - 7:00","1.875","m/s"
"VV","2018-06-03","7:00 - 8:00","2.291","m/s"
"VV","2018-06-03","8:00 - 9:00","3.223","m/s"
"VV","2018-06-03","9:00 - 10:00","2.909","m/s"
"VV","2018-06-03","10:00 - 11:00","2.515","m/s"
"VV","2018-06-03","11:00 - 12:00","1.898","m/s"
"VV","2018-06-03","12:00 - 13:00","2.512","m/s"
"VV","2018-06-03","13:00 - 14:00","2.887","m/s"
"VV","2018-06-03","14:00 - 15:00","2.745","m/s"
"VV","2018-06-04","23:00 - 0:00","3.482","m/s"
"VV","2018-06-04","0:00 - 1:00","1.972","m/s"
"VV","2018-06-04","1:00 - 2:00","2.181","m/s"
"VV","2018-06-04","2:00 - 3:00","2.755","m/s"
"VV","2018-06-04","3:00 - 4:00","2.121","m/s"
"VV","2018-06-04","4:00 - 5:00","2.045","m/s"
"VV","2018-06-04","5:00 - 6:00","1.934","m/s"
"VV","2018-06-04","6:00 - 7:00","2.137","m/s"
"VV","2018-06-04","7:00 - 8:00","2.240","m/s"
"VV","2018-06-04","8:00 - 9:00","1.523","m/s"
"VV","2018-06-04","9:00 - 10:00","1.143","m/s"
"VV","2018-06-04","10:00 - 11:00","1.350","m/s"
"VV","2018-06-04","11:00 - 12:00","1.506","m/s"
"VV","2018-06-04","12:00 - 13:00","1.425","m/s"
"VV","2018-06-04","13:00 - 14:00","1.929","m/s"
"VV","2018-06-04","14:00 - 15:00","1.901","m/s"
"VV","2018-06-04","15:00 - 16:00","2.299","m/s"
"VV","2018-06-04","16:00 - 17:00","2.643","m/s"
"VV","2018-06-04","17:00 - 18:00","1.865","m/s"
"VV","2018-06-04","18:00 - 19:00","1.576","m/s"
"VV","2018-06-04","19:00 - 20:00","1.810","m/s"
"VV","2018-06-04","20:00 - 21:00","2.132","m/s"
"VV","2018-06-04","21:00 - 22:00","3.271","m/s"
"VV","2018-06-04","22:00 - 23:00","3.187","m/s"
"VV","2018-06-05","23:00 - 0:00","2.554","m/s"
"VV","2018-06-05","0:00 - 1:00","3.359","m/s"
"VV","2018-06-05","1:00 - 2:00","1.437","m/s"
"VV","2018-06-05","2:00 - 3:00","1.028","m/s"
"VV","2018-06-05","3:00 - 4:00","0.713","m/s"
"VV","2018-06-05","4:00 - 5:00","0.857","m/s"
"VV","2018-06-05","5:00 - 6:00","0.857","m/s"
"VV","2018-06-05","6:00 - 7:00","0.650","m/s"
"VV","2018-06-05","7:00 - 8:00","1.220","m/s"
"VV","2018-06-05","8:00 - 9:00","0.945","m/s"
"VV","2018-06-05","9:00 - 10:00","1.011","m/s"
"VV","2018-06-05","10:00 - 11:00","1.297","m/s"
"VV","2018-06-05","11:00 - 12:00","1.298","m/s"
"VV","2018-06-05","12:00 - 13:00","1.122","m/s"
"VV","2018-06-05","13:00 - 14:00","1.560","m/s"
"VV","2018-06-05","14:00 - 15:00","2.312","m/s"
"VV","2018-06-05","15:00 - 16:00","1.969","m/s"
"VV","2018-06-05","16:00 - 17:00","2.360","m/s"
"VV","2018-06-05","17:00 - 18:00","2.608","m/s"
"VV","2018-06-05","18:00 - 19:00","2.628","m/s"
"VV","2018-06-05","19:00 - 20:00","3.074","m/s"
"VV","2018-06-05","20:00 - 21:00","2.425","m/s"
"VV","2018-06-05","21:00 - 22:00","2.348","m/s"
"VV","2018-06-05","22:00 - 23:00","3.360","m/s"
"VV","2018-06-06","23:00 - 0:00","3.275","m/s"
"VV","2018-06-06","0:00 - 1:00","1.068","m/s"
"VV","2018-06-06","1:00 - 2:00","1.209","m/s"
"VV","2018-06-06","2:00 - 3:00","1.566","m/s"
"VV","2018-06-06","3:00 - 4:00","2.293","m/s"
"VV","2018-06-06","4:00 - 5:00","1.721","m/s"
"VV","2018-06-06","5:00 - 6:00","1.462","m/s"
"VV","2018-06-06","6:00 - 7:00","1.229","m/s"
"VV","2018-06-06","7:00 - 8:00","0.647","m/s"
"VV","2018-06-06","8:00 - 9:00","0.782","m/s"
"VV","2018-06-06","9:00 - 10:00","0.827","m/s"
"VV","2018-06-06","10:00 - 11:00","1.000","m/s"
"VV","2018-06-06","11:00 - 12:00","1.362","m/s"
"VV","2018-06-07","23:00 - 0:00","3.103","m/s"
"VV","2018-06-07","0:00 - 1:00","3.549","m/s"
"VV","2018-06-07","1:00 - 2:00","2.092","m/s"
"VV","2018-06-07","2:00 - 3:00","1.691","m/s"
"VV","2018-06-07","3:00 - 4:00","1.271","m/s"
"VV","2018-06-07","4:00 - 5:00","1.445","m/s"
"VV","2018-06-07","5:00 - 6:00","1.052","m/s"
"VV","2018-06-07","6:00 - 7:00","0.782","m/s"
"VV","2018-06-07","7:00 - 8:00","0.643","m/s"
"VV","2018-06-07","8:00 - 9:00","0.838","m/s"
"VV","2018-06-07","9:00 - 10:00","1.242","m/s"
"VV","2018-06-07","10:00 - 11:00","0.943","m/s"
"VV","2018-06-07","11:00 - 12:00","1.327","m/s"
"VV","2018-06-07","12:00 - 13:00","1.254","m/s"
"VV","2018-06-07","13:00 - 14:00","1.588","m/s"
"VV","2018-06-07","14:00 - 15:00","2.477","m/s"
"VV","2018-06-07","15:00 - 16:00","2.441","m/s"
"VV","2018-06-07","16:00 - 17:00","3.015","m/s"
"VV","2018-06-07","17:00 - 18:00","3.423","m/s"
"VV","2018-06-07","18:00 - 19:00","3.358","m/s"
"VV","2018-06-07","19:00 - 20:00","3.560","m/s"
"VV","2018-06-07","20:00 - 21:00","3.711","m/s"
"VV","2018-06-07","21:00 - 22:00","4.375","m/s"
"VV","2018-06-08","23:00 - 0:00","3.675","m/s"
"VV","2018-06-08","0:00 - 1:00","3.258","m/s"
"VV","2018-06-08","1:00 - 2:00","1.884","m/s"
"VV","2018-06-08","2:00 - 3:00","1.087","m/s"
"VV","2018-06-08","3:00 - 4:00","2.272","m/s"
"VV","2018-06-08","4:00 - 5:00","2.506","m/s"
"VV","2018-06-08","5:00 - 6:00","2.112","m/s"
"VV","2018-06-08","6:00 - 7:00","1.180","m/s"
"VV","2018-06-08","7:00 - 8:00","0.971","m/s"
"VV","2018-06-08","8:00 - 9:00","1.208","m/s"
"VV","2018-06-08","9:00 - 10:00","1.671","m/s"
"VV","2018-06-08","10:00 - 11:00","1.257","m/s"
"VV","2018-06-08","11:00 - 12:00","1.978","m/s"
"VV","2018-06-08","12:00 - 13:00","1.921","m/s"
"VV","2018-06-08","13:00 - 14:00","2.009","m/s"
"VV","2018-06-08","14:00 - 15:00","2.407","m/s"
"VV","2018-06-08","15:00 - 16:00","2.558","m/s"
"VV","2018-06-08","16:00 - 17:00","2.932","m/s"
"VV","2018-06-08","17:00 - 18:00","2.575","m/s"
"VV","2018-06-08","18:00 - 19:00","2.640","m/s"
"VV","2018-06-08","19:00 - 20:00","3.767","m/s"
"VV","2018-06-08","20:00 - 21:00","3.617","m/s"
"VV","2018-06-08","21:00 - 22:00","3.174","m/s"
"VV","2018-06-08","22:00 - 23:00","3.894","m/s"
"VV","2018-06-09","23:00 - 0:00","3.807","m/s"
"VV","2018-06-09","0:00 - 1:00","2.466","m/s"
"VV","2018-06-09","1:00 - 2:00","1.445","m/s"
"VV","2018-06-09","2:00 - 3:00","1.274","m/s"
"VV","2018-06-09","3:00 - 4:00","2.293","m/s"
"VV","2018-06-09","4:00 - 5:00","1.388","m/s"
"VV","2018-06-09","5:00 - 6:00","1.468","m/s"
"VV","2018-06-09","6:00 - 7:00","1.396","m/s"
"VV","2018-06-09","7:00 - 8:00","2.194","m/s"
"VV","2018-06-09","8:00 - 9:00","1.727","m/s"
"VV","2018-06-09","9:00 - 10:00","1.287","m/s"
"VV","2018-06-09","10:00 - 11:00","1.173","m/s"
"VV","2018-06-09","11:00 - 12:00","1.520","m/s"
"VV","2018-06-09","12:00 - 13:00","1.395","m/s"
"VV","2018-06-09","13:00 - 14:00","1.516","m/s"
"VV","2018-06-09","14:00 - 15:00","1.678","m/s"
"VV","2018-06-09","15:00 - 16:00","1.824","m/s"
"VV","2018-06-09","16:00 - 17:00","1.778","m/s"
