"Parámetro","Fecha","Hora","Valor","Unidad"
"TMP","2018-01-01","23:00 - 0:00","17.386","°C"
"TMP","2018-01-01","0:00 - 1:00","17.462","°C"
"TMP","2018-01-01","1:00 - 2:00","16.715","°C"
"TMP","2018-01-01","2:00 - 3:00","15.998","°C"
"TMP","2018-01-01","3:00 - 4:00","15.723","°C"
"TMP","2018-01-01","4:00 - 5:00","15.017","°C"
"TMP","2018-01-01","5:00 - 6:00","14.163","°C"
"TMP","2018-01-01","6:00 - 7:00","14.098","°C"
"TMP","2018-01-01","7:00 - 8:00","12.555","°C"
"TMP","2018-01-01","8:00 - 9:00","12.040","°C"
"TMP","2018-01-01","9:00 - 10:00","12.197","°C"
"TMP","2018-01-01","10:00 - 11:00","14.211","°C"
"TMP","2018-01-01","11:00 - 12:00","16.207","°C"
"TMP","2018-01-01","12:00 - 13:00","18.454","°C"
"TMP","2018-01-01","13:00 - 14:00","19.945","°C"
"TMP","2018-01-01","14:00 - 15:00","21.563","°C"
"TMP","2018-01-01","15:00 - 16:00","22.705","°C"
"TMP","2018-01-01","16:00 - 17:00","22.867","°C"
"TMP","2018-01-01","17:00 - 18:00","23.232","°C"
"TMP","2018-01-01","18:00 - 19:00","22.185","°C"
"TMP","2018-01-01","19:00 - 20:00","21.140","°C"
"TMP","2018-01-01","20:00 - 21:00","20.115","°C"
"TMP","2018-01-01","21:00 - 22:00","18.758","°C"
"TMP","2018-01-01","22:00 - 23:00","16.703","°C"
"TMP","2018-01-02","23:00 - 0:00","15.446","°C"
"TMP","2018-01-02","0:00 - 1:00","13.658","°C"
"TMP","2018-01-02","1:00 - 2:00","12.958","°C"
"TMP","2018-01-02","2:00 - 3:00","11.788","°C"
"TMP","2018-01-02","3:00 - 4:00","10.867","°C"
"TMP","2018-01-02","4:00 - 5:00","10.066","°C"
"TMP","2018-01-02","5:00 - 6:00","9.695","°C"
"TMP","2018-01-02","6:00 - 7:00","9.360","°C"
"TMP","2018-01-02","7:00 - 8:00","9.202","°C"
"TMP","2018-01-02","8:00 - 9:00","9.141","°C"
"TMP","2018-01-02","9:00 - 10:00","10.441","°C"
"TMP","2018-01-02","10:00 - 11:00","11.984","°C"
"TMP","2018-01-02","11:00 - 12:00","14.769","°C"
"TMP","2018-01-02","12:00 - 13:00","16.411","°C"
"TMP","2018-01-02","13:00 - 14:00","19.004","°C"
"TMP","2018-01-02","14:00 - 15:00","20.771","°C"
"TMP","2018-01-02","15:00 - 16:00","22.178","°C"
"TMP","2018-01-02","16:00 - 17:00","22.689","°C"
"TMP","2018-01-02","17:00 - 18:00","22.306","°C"
"TMP","2018-01-02","18:00 - 19:00","21.714","°C"
"TMP","2018-01-02","19:00 - 20:00","20.959","°C"
"TMP","2018-01-02","20:00 - 21:00","20.119","°C"
"TMP","2018-01-02","21:00 - 22:00","19.041","°C"
"TMP","2018-01-02","22:00 - 23:00","18.885","°C"
"TMP","2018-01-03","23:00 - 0:00","18.039","°C"
"TMP","2018-01-03","0:00 - 1:00","17.706","°C"
"TMP","2018-01-03","1:00 - 2:00","16.677","°C"
"TMP","2018-01-03","2:00 - 3:00","15.745","°C"
"TMP","2018-01-03","3:00 - 4:00","14.514","°C"
"TMP","2018-01-03","4:00 - 5:00","13.683","°C"
"TMP","2018-01-03","5:00 - 6:00","12.673","°C"
"TMP","2018-01-03","6:00 - 7:00","13.130","°C"
"TMP","2018-01-03","7:00 - 8:00","12.605","°C"
"TMP","2018-01-03","8:00 - 9:00","11.895","°C"
"TMP","2018-01-03","9:00 - 10:00","12.283","°C"
"TMP","2018-01-03","10:00 - 11:00","13.224","°C"
"TMP","2018-01-03","11:00 - 12:00","15.340","°C"
"TMP","2018-01-03","12:00 - 13:00","17.404","°C"
"TMP","2018-01-03","13:00 - 14:00","19.502","°C"
"TMP","2018-01-03","14:00 - 15:00","21.353","°C"
"TMP","2018-01-03","15:00 - 16:00","22.231","°C"
"TMP","2018-01-03","16:00 - 17:00","22.786","°C"
"TMP","2018-01-03","17:00 - 18:00","22.555","°C"
"TMP","2018-01-03","18:00 - 19:00","21.893","°C"
"TMP","2018-01-03","19:00 - 20:00","20.795","°C"
"TMP","2018-01-03","20:00 - 21:00","17.996","°C"
"TMP","2018-01-03","21:00 - 22:00","16.529","°C"
"TMP","2018-01-03","22:00 - 23:00","15.782","°C"
"TMP","2018-01-04","23:00 - 0:00","14.460","°C"
"TMP","2018-01-04","0:00 - 1:00","13.067","°C"
"TMP","2018-01-04","1:00 - 2:00","12.438","°C"
"TMP","2018-01-04","2:00 - 3:00","12.032","°C"
"TMP","2018-01-04","3:00 - 4:00","11.115","°C"
"TMP","2018-01-04","4:00 - 5:00","10.159","°C"
"TMP","2018-01-04","5:00 - 6:00","9.259","°C"
"TMP","2018-01-04","6:00 - 7:00","8.872","°C"
"TMP","2018-01-04","7:00 - 8:00","8.301","°C"
"TMP","2018-01-04","8:00 - 9:00","7.543","°C"
"TMP","2018-01-04","9:00 - 10:00","7.795","°C"
"TMP","2018-01-04","10:00 - 11:00","9.602","°C"
"TMP","2018-01-04","11:00 - 12:00","11.586","°C"
"TMP","2018-01-04","12:00 - 13:00","15.050","°C"
"TMP","2018-01-04","13:00 - 14:00","17.912","°C"
"TMP","2018-01-04","14:00 - 15:00","20.145","°C"
"TMP","2018-01-04","15:00 - 16:00","21.826","°C"
"TMP","2018-01-04","16:00 - 17:00","22.169","°C"
"TMP","2018-01-04","17:00 - 18:00","22.789","°C"
"TMP","2018-01-04","18:00 - 19:00","21.954","°C"
"TMP","2018-01-04","19:00 - 20:00","21.273","°C"
"TMP","2018-01-04","20:00 - 21:00","20.420","°C"
"TMP","2018-01-04","21:00 - 22:00","19.260","°C"
"TMP","2018-01-04","22:00 - 23:00","18.728","°C"
"TMP","2018-01-05","23:00 - 0:00","17.403","°C"
"TMP","2018-01-05","0:00 - 1:00","16.583","°C"
"TMP","2018-01-05","1:00 - 2:00","15.866","°C"
"TMP","2018-01-05","2:00 - 3:00","15.095","°C"
"TMP","2018-01-05","3:00 - 4:00","14.171","°C"
"TMP","2018-01-05","4:00 - 5:00","12.275","°C"
"TMP","2018-01-05","5:00 - 6:00","12.505","°C"
"TMP","2018-01-05","6:00 - 7:00","11.871","°C"
"TMP","2018-01-05","7:00 - 8:00","10.376","°C"
"TMP","2018-01-05","8:00 - 9:00","12.050","°C"
"TMP","2018-01-05","9:00 - 10:00","11.428","°C"
"TMP","2018-01-05","10:00 - 11:00","13.363","°C"
"TMP","2018-01-05","11:00 - 12:00","17.283","°C"
"TMP","2018-01-05","12:00 - 13:00","19.680","°C"
"TMP","2018-01-05","13:00 - 14:00","21.105","°C"
"TMP","2018-01-05","14:00 - 15:00","22.604","°C"
"TMP","2018-01-05","15:00 - 16:00","23.161","°C"
"TMP","2018-01-05","16:00 - 17:00","24.226","°C"
"TMP","2018-01-05","17:00 - 18:00","24.246","°C"
"TMP","2018-01-05","18:00 - 19:00","23.201","°C"
"TMP","2018-01-05","19:00 - 20:00","22.321","°C"
"TMP","2018-01-05","20:00 - 21:00","20.962","°C"
"TMP","2018-01-05","21:00 - 22:00","19.649","°C"
"TMP","2018-01-05","22:00 - 23:00","18.090","°C"
"TMP","2018-01-06","23:00 - 0:00","16.941","°C"
