"Parámetro","Fecha","Hora","Valor","Unidad"
"TMP","2018-02-01","23:00 - 0:00","16.201","°C"
"TMP","2018-02-01","0:00 - 1:00","15.227","°C"
"TMP","2018-02-01","1:00 - 2:00","14.530","°C"
"TMP","2018-02-01","2:00 - 3:00","14.005","°C"
"TMP","2018-02-01","3:00 - 4:00","13.516","°C"
"TMP","2018-02-01","4:00 - 5:00","12.160","°C"
"TMP","2018-02-01","5:00 - 6:00","11.549","°C"
"TMP","2018-02-01","6:00 - 7:00","11.270","°C"
"TMP","2018-02-01","7:00 - 8:00","10.634","°C"
"TMP","2018-02-01","8:00 - 9:00","9.868","°C"
"TMP","2018-02-01","9:00 - 10:00","11.484","°C"
"TMP","2018-02-01","10:00 - 11:00","14.345","°C"
"TMP","2018-02-01","11:00 - 12:00","17.505","°C"
"TMP","2018-02-01","12:00 - 13:00","19.241","°C"
"TMP","2018-02-01","13:00 - 14:00","20.466","°C"
"TMP","2018-02-01","14:00 - 15:00","21.516","°C"
"TMP","2018-02-01","15:00 - 16:00","21.672","°C"
"TMP","2018-02-01","16:00 - 17:00","22.023","°C"
"TMP","2018-02-01","17:00 - 18:00","21.500","°C"
"TMP","2018-02-01","18:00 - 19:00","18.377","°C"
"TMP","2018-02-01","19:00 - 20:00","15.920","°C"
"TMP","2018-02-01","20:00 - 21:00","16.017","°C"
"TMP","2018-02-01","21:00 - 22:00","16.667","°C"
"TMP","2018-02-01","22:00 - 23:00","16.891","°C"
"TMP","2018-02-02","23:00 - 0:00","16.157","°C"
"TMP","2018-02-02","0:00 - 1:00","15.595","°C"
"TMP","2018-02-02","1:00 - 2:00","14.979","°C"
"TMP","2018-02-02","2:00 - 3:00","14.892","°C"
"TMP","2018-02-02","3:00 - 4:00","14.735","°C"
"TMP","2018-02-02","4:00 - 5:00","13.915","°C"
"TMP","2018-02-02","5:00 - 6:00","14.143","°C"
"TMP","2018-02-02","6:00 - 7:00","13.505","°C"
"TMP","2018-02-02","7:00 - 8:00","13.376","°C"
"TMP","2018-02-02","8:00 - 9:00","13.519","°C"
"TMP","2018-02-02","9:00 - 10:00","14.184","°C"
"TMP","2018-02-02","10:00 - 11:00","15.990","°C"
"TMP","2018-02-02","11:00 - 12:00","18.529","°C"
"TMP","2018-02-02","12:00 - 13:00","21.100","°C"
"TMP","2018-02-02","13:00 - 14:00","22.703","°C"
"TMP","2018-02-02","14:00 - 15:00","24.083","°C"
"TMP","2018-02-02","15:00 - 16:00","25.178","°C"
"TMP","2018-02-02","16:00 - 17:00","26.290","°C"
"TMP","2018-02-02","17:00 - 18:00","25.856","°C"
"TMP","2018-02-02","18:00 - 19:00","25.208","°C"
"TMP","2018-02-02","19:00 - 20:00","24.214","°C"
"TMP","2018-02-02","20:00 - 21:00","23.069","°C"
"TMP","2018-02-02","21:00 - 22:00","21.769","°C"
"TMP","2018-02-02","22:00 - 23:00","19.889","°C"
"TMP","2018-02-03","23:00 - 0:00","18.550","°C"
"TMP","2018-02-03","0:00 - 1:00","16.920","°C"
"TMP","2018-02-03","1:00 - 2:00","15.866","°C"
"TMP","2018-02-03","2:00 - 3:00","15.089","°C"
"TMP","2018-02-03","3:00 - 4:00","14.226","°C"
"TMP","2018-02-03","4:00 - 5:00","13.036","°C"
"TMP","2018-02-03","5:00 - 6:00","12.022","°C"
"TMP","2018-02-03","6:00 - 7:00","11.641","°C"
"TMP","2018-02-03","7:00 - 8:00","11.573","°C"
"TMP","2018-02-03","8:00 - 9:00","11.500","°C"
"TMP","2018-02-03","9:00 - 10:00","12.071","°C"
"TMP","2018-02-03","10:00 - 11:00","13.368","°C"
"TMP","2018-02-03","11:00 - 12:00","15.441","°C"
"TMP","2018-02-03","12:00 - 13:00","17.048","°C"
"TMP","2018-02-03","13:00 - 14:00","18.455","°C"
"TMP","2018-02-03","14:00 - 15:00","21.138","°C"
"TMP","2018-02-03","15:00 - 16:00","22.547","°C"
"TMP","2018-02-03","16:00 - 17:00","23.240","°C"
"TMP","2018-02-03","17:00 - 18:00","23.230","°C"
"TMP","2018-02-03","18:00 - 19:00","22.659","°C"
"TMP","2018-02-03","19:00 - 20:00","21.752","°C"
"TMP","2018-02-03","20:00 - 21:00","20.867","°C"
"TMP","2018-02-03","21:00 - 22:00","19.620","°C"
"TMP","2018-02-03","22:00 - 23:00","18.900","°C"
"TMP","2018-02-04","23:00 - 0:00","18.695","°C"
"TMP","2018-02-04","0:00 - 1:00","17.957","°C"
"TMP","2018-02-04","1:00 - 2:00","16.566","°C"
"TMP","2018-02-04","2:00 - 3:00","15.218","°C"
"TMP","2018-02-04","3:00 - 4:00","14.644","°C"
"TMP","2018-02-04","4:00 - 5:00","13.902","°C"
"TMP","2018-02-04","5:00 - 6:00","12.986","°C"
"TMP","2018-02-04","6:00 - 7:00","12.622","°C"
"TMP","2018-02-04","7:00 - 8:00","11.805","°C"
"TMP","2018-02-04","8:00 - 9:00","10.696","°C"
"TMP","2018-02-04","9:00 - 10:00","12.267","°C"
"TMP","2018-02-04","10:00 - 11:00","16.137","°C"
"TMP","2018-02-04","11:00 - 12:00","18.552","°C"
"TMP","2018-02-04","12:00 - 13:00","21.473","°C"
"TMP","2018-02-04","13:00 - 14:00","23.545","°C"
"TMP","2018-02-04","14:00 - 15:00","24.609","°C"
"TMP","2018-02-04","15:00 - 16:00","25.218","°C"
"TMP","2018-02-04","16:00 - 17:00","25.627","°C"
"TMP","2018-02-04","17:00 - 18:00","25.392","°C"
"TMP","2018-02-04","18:00 - 19:00","24.867","°C"
"TMP","2018-02-04","19:00 - 20:00","24.231","°C"
"TMP","2018-02-04","20:00 - 21:00","22.999","°C"
"TMP","2018-02-04","21:00 - 22:00","21.929","°C"
"TMP","2018-02-04","22:00 - 23:00","21.154","°C"
"TMP","2018-02-05","23:00 - 0:00","19.921","°C"
"TMP","2018-02-05","0:00 - 1:00","18.999","°C"
"TMP","2018-02-05","1:00 - 2:00","18.493","°C"
"TMP","2018-02-05","2:00 - 3:00","17.614","°C"
"TMP","2018-02-05","3:00 - 4:00","15.946","°C"
"TMP","2018-02-05","4:00 - 5:00","15.803","°C"
"TMP","2018-02-05","5:00 - 6:00","15.618","°C"
"TMP","2018-02-05","6:00 - 7:00","15.016","°C"
"TMP","2018-02-05","7:00 - 8:00","13.734","°C"
"TMP","2018-02-05","8:00 - 9:00","12.798","°C"
"TMP","2018-02-05","9:00 - 10:00","14.756","°C"
"TMP","2018-02-05","10:00 - 11:00","16.285","°C"
"TMP","2018-02-05","11:00 - 12:00","18.920","°C"
"TMP","2018-02-05","12:00 - 13:00","22.107","°C"
"TMP","2018-02-05","13:00 - 14:00","23.358","°C"
"TMP","2018-02-05","14:00 - 15:00","24.551","°C"
"TMP","2018-02-05","15:00 - 16:00","25.350","°C"
"TMP","2018-02-05","16:00 - 17:00","25.589","°C"
"TMP","2018-02-05","17:00 - 18:00","25.316","°C"
"TMP","2018-02-05","18:00 - 19:00","24.939","°C"
"TMP","2018-02-05","19:00 - 20:00","23.790","°C"
"TMP","2018-02-05","20:00 - 21:00","22.382","°C"
"TMP","2018-02-05","21:00 - 22:00","21.354","°C"
"TMP","2018-02-05","22:00 - 23:00","20.660","°C"
"TMP","2018-02-06","23:00 - 0:00","19.932","°C"
"TMP","2018-02-06","0:00 - 1:00","19.631","°C"
"TMP","2018-02-06","1:00 - 2:00","18.721","°C"
"TMP","2018-02-06","2:00 - 3:00","17.910","°C"
"TMP","2018-02-06","3:00 - 4:00","16.896","°C"
"TMP","2018-02-06","4:00 - 5:00","15.692","°C"
"TMP","2018-02-06","5:00 - 6:00","14.988","°C"
"TMP","2018-02-06","6:00 - 7:00","14.534","°C"
"TMP","2018-02-06","7:00 - 8:00","13.862","°C"
"TMP","2018-02-06","8:00 - 9:00","13.905","°C"
"TMP","2018-02-06","9:00 - 10:00","14.137","°C"
"TMP","2018-02-06","10:00 - 11:00","16.781","°C"
"TMP","2018-02-06","11:00 - 12:00","20.427","°C"
"TMP","2018-02-06","12:00 - 13:00","22.647","°C"
"TMP","2018-02-06","13:00 - 14:00","23.614","°C"
"TMP","2018-02-06","14:00 - 15:00","24.488","°C"
"TMP","2018-02-06","15:00 - 16:00","25.537","°C"
"TMP","2018-02-06","16:00 - 17:00","26.150","°C"
"TMP","2018-02-06","17:00 - 18:00","25.973","°C"
"TMP","2018-02-06","18:00 - 19:00","25.056","°C"
"TMP","2018-02-06","19:00 - 20:00","24.057","°C"
"TMP","2018-02-06","20:00 - 21:00","23.011","°C"
"TMP","2018-02-06","21:00 - 22:00","21.791","°C"
"TMP","2018-02-06","22:00 - 23:00","20.356","°C"
"TMP","2018-02-07","23:00 - 0:00","19.112","°C"
"TMP","2018-02-07","0:00 - 1:00","18.124","°C"
"TMP","2018-02-07","1:00 - 2:00","17.273","°C"
"TMP","2018-02-07","2:00 - 3:00","15.192","°C"
"TMP","2018-02-07","3:00 - 4:00","15.351","°C"
"TMP","2018-02-07","4:00 - 5:00","15.157","°C"
"TMP","2018-02-07","5:00 - 6:00","15.030","°C"
"TMP","2018-02-07","6:00 - 7:00","15.110","°C"
"TMP","2018-02-07","7:00 - 8:00","13.750","°C"
"TMP","2018-02-07","8:00 - 9:00","13.129","°C"
"TMP","2018-02-07","9:00 - 10:00","15.326","°C"
"TMP","2018-02-07","10:00 - 11:00","17.349","°C"
"TMP","2018-02-07","11:00 - 12:00","19.386","°C"
"TMP","2018-02-07","12:00 - 13:00","20.596","°C"
"TMP","2018-02-07","13:00 - 14:00","21.838","°C"
"TMP","2018-02-07","14:00 - 15:00","22.989","°C"
"TMP","2018-02-07","15:00 - 16:00","23.644","°C"
"TMP","2018-02-07","16:00 - 17:00","24.198","°C"
"TMP","2018-02-07","17:00 - 18:00","24.670","°C"
"TMP","2018-02-07","18:00 - 19:00","24.318","°C"
"TMP","2018-02-07","19:00 - 20:00","23.422","°C"
"TMP","2018-02-07","20:00 - 21:00","22.159","°C"
"TMP","2018-02-07","21:00 - 22:00","20.318","°C"
"TMP","2018-02-07","22:00 - 23:00","18.966","°C"
"TMP","2018-02-08","23:00 - 0:00","17.696","°C"
"TMP","2018-02-08","0:00 - 1:00","17.184","°C"
"TMP","2018-02-08","1:00 - 2:00","16.332","°C"
"TMP","2018-02-08","2:00 - 3:00","15.968","°C"
"TMP","2018-02-08","3:00 - 4:00","15.338","°C"
"TMP","2018-02-08","4:00 - 5:00","14.732","°C"
